Ãỷ³ặ	ItemGenre	DetailType	ParticularType	ả¯ằưẻÄẳỵÃỷ	ảễểƯẻùẳỵậữềý	¿ớảẩ	áòảẩ	ậàÃữẻÄìệ	ẻồééấụéễ	ẳÛáủ	àẩẳả	ấầãủàỵãÅ	ằự´Ăấụéễ1ÀàéÍ	ằự´Ăấụéễ1ìợéĂệà	ằự´Ăấụéễ1ìợ´úệà	ằự´Ăấụéễ2ÀàéÍ	ằự´Ăấụéễ2ìợéĂệà	ằự´Ăấụéễ2ìợ´úệà	ằự´Ăấụéễ3ÀàéÍ	ằự´Ăấụéễ3ìợéĂệà	ằự´Ăấụéễ3ìợ´úệà	ằự´Ăấụéễ4ÀàéÍ	ằự´Ăấụéễ4ìợéĂệà	ằự´Ăấụéễ4ìợ´úệà	ằự´Ăấụéễ5ÀàéÍ	ằự´Ăấụéễ5ìợéĂệà	ằự´Ăấụéễ5ìợ´úệà	ằự´Ăấụéễ6ÀàéÍ	ằự´Ăấụéễ6ìợéĂệà	ằự´Ăấụéễ6ìợ´úệà	ằự´Ăấụéễ7ÀàéÍ	ằự´Ăấụéễ7ìợéĂệà	ằự´Ăấụéễ7ìợ´úệà	éốầúấụéễ1ÀàéÍ	éốầúấụéễ1ấýệà	éốầúấụéễ2ÀàéÍ	éốầúấụéễ2ấýệà	éốầúấụéễ3ÀàéÍ	éốầúấụéễ3ấýệà	éốầúấụéễ4ÀàéÍ	éốầúấụéễ4ấýệà	éốầúấụéễ5ÀàéÍ	éốầúấụéễ5ấýệà	éốầúấụéễ6ÀàéÍ	éốầúấụéễ6ấýệà	ÄĐãăấụéễậữềý1	ÄĐãăấụéễậữềý2	ÄĐãăấụéễậữềý3	ÄĐãăấụéễậữềý4	ÄĐãăấụéễậữềý5	ÄĐãăấụéễậữềý6	ậựễÚèìì°	Àâếạèìì°	Àâếạèìì°éũºÅ	Àâếạèìì°ềỵ²ỉấụéễ1	Àâếạèìì°ềỵ²ỉấụéễ2	¿ẫẩÛÁảấụéễấýÁ¿	¿ẫẩÛÁảẻặáệặãệấ			
Xích Lân Phù Dung #Nhẫn	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	Bộ trang bị Thúy Yên song đao cấp Xích Lân(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	120	39	5									1978	1816	2039	2119	2258	2216	253	194	7	1430	130	2	8			
Xích Lân Phù Dung Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bộ trang bị Thúy Yên song đao cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	5									1878	1796	1896	1939	2179	2216	253	194	8	1430	1278	2	8			
Xích Lân Phù Dung Hương Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bộ trang bị Thúy Yên song đao cấp Xích Lân(9)	3	99999	10	0																						36	120	39	5									1877	1836	1897	2139	2256	2216	253	194	9	1658	1278	2	8			
Xích Lân Phù Dung Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bộ trang bị Thúy Yên song đao cấp Xích Lân(10)	4	99999	10	0																						36	120	39	5									1877	1856	1897	2099	2256	2216	253	194	10	130		2	8			
Xích Lân La Sát Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	3									1877	1776	1896	1939	1919	2216	254	195	1	1660	1278	2	8			
Xích Lân La Sát Đầu Hoàn	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									1878	1816	1897	2119	2256	2216	254	195	2	1430	2829	2	8			
Xích Lân La Sát Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	3									1877	1796	1896	1939	2256	2216	254	195	3	130		2	8			
Xích Lân La Sát Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									1878	1836	1897	2139	2256	2216	254	195	4	1430	1278	2	8			
Xích Lân La Sát Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									1878	1856	1896	2099	2256	2216	254	195	5	1661	1278	2	8			
Xích Lân La Sát Bí Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									1878	1776	1896	1939	2156	2216	254	195	6	1430	1413	2	8			
Xích Lân La Sát Triền Thủ	0	0	6	\spr\item\equip\closeweapon\obj-glove03.spr	9	1	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									1977	1816	2019	2119	2258	2216	254	195	7	1430	130	2	8			
Xích Lân La Sát Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									1878	1796	1896	1939	2179	2216	254	195	8	1430	1278	2	8			
Xích Lân La Sát Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	3									1877	1836	1897	2139	2256	2216	254	195	9	1662	1278	2	8			
Xích Lân La Sát Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	3									1877	1856	1897	2099	2256	2216	254	195	10	130		2	8			
Xích Lân Tu La Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	3									1877	1776	1896	1939	1919	2216	255	196	1	1664	1278	2	8			
Xích Lân Tu La Đầu Hoàn	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									1878	1816	1897	2119	2256	2216	255	196	2	1430	2830	2	8			
Xích Lân Tu La Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	3									1877	1796	1896	1939	2256	2216	255	196	3	130		2	8			
Xích Lân Tu La Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									1878	1836	1897	2139	2256	2216	255	196	4	1430	1278	2	8			
Xích Lân Tu La Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash24.spr	33	2	1	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									1878	1856	1896	2099	2256	2216	255	196	5	1665	1278	2	8			
Xích Lân Tu La Hộ Giáp	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									1878	1776	1896	1939	2156	2216	255	196	6	1430	1414	2	8			
Xích Lân Tu La Bảo Đao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									1957	1816	2000	2119	2241	2216	255	196	7	1430	130	2	8			
Xích Lân Tu La Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									1878	1796	1896	1939	2179	2216	255	196	8	1430	1278	2	8			
Xích Lân Tu La Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	3									1877	1836	1897	2139	2256	2216	255	196	9	1666	1278	2	8			
Xích Lân Tu La Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bộ trang bị Ngũ Độc đao pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	3									1877	1856	1897	2099	2256	2216	255	196	10	130		2	8			
Xích Lân Cô Tinh Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bộ trang bị Đường Môn phi đao cấp Xích Lân(1)	4	99999	10	0																						36	120	39	2									1877	1856	1896	2099	1919	2216	256	197	1	1668	1278	2	8			
Xích Lân Cô Tinh Quán	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bộ trang bị Đường Môn phi đao cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1878	1776	1897	1939	2256	2216	256	197	2	1430	2831	2	8			
Xích Lân Cô Tinh Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bộ trang bị Đường Môn phi đao cấp Xích Lân(3)	2	99999	10	0																						36	120	39	2									1877	1816	1896	2119	2256	2216	256	197	3	130		2	8			
Xích Lân Cô Tinh Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bộ trang bị Đường Môn phi đao cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1878	1796	1897	1939	2256	2216	256	197	4	1430	1278	2	8			
Xích Lân Cô Tinh Triền Yêu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bộ trang bị Đường Môn phi đao cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1878	1836	1896	2139	2256	2216	256	197	5	1669	1278	2	8			
Xích Lân Cô Tinh Giáp	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bộ trang bị Đường Môn phi đao cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1878	1856	1896	2099	2156	2216	256	197	6	1430	1415	2	8			
Xích Lân Cô Tinh Phi Đao	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	Bộ trang bị Đường Môn phi đao cấp Xích Lân(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120	39	2									1960	1776	2000	1939	2256	2216	256	197	7	1430	130	2	8			
Xích Lân Cô Tinh Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bộ trang bị Đường Môn phi đao cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1878	1816	1896	2119	2179	2216	256	197	8	1430	1278	2	8			
Xích Lân Cô Tinh Trụy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bộ trang bị Đường Môn phi đao cấp Xích Lân(9)	1	99999	10	0																						36	120	39	2									1877	1796	1897	1939	2256	2216	256	197	9	1670	1278	2	8			
Xích Lân Cô Tinh Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bộ trang bị Đường Môn phi đao cấp Xích Lân(10)	3	99999	10	0																						36	120	39	2									1877	1836	1897	2139	2256	2216	256	197	10	130		2	8			
Xích Lân Thương Lan Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(1)	4	99999	10	0																						36	120	39	2									1877	1856	1896	2099	1919	2216	257	198	1	1668	1278	2	8			
Xích Lân Thương Lan Quán	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1878	1776	1897	1939	2256	2216	257	198	2	1430	1278	2	8			
Xích Lân Thương Lan Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(3)	2	99999	10	0																						36	120	39	2									1877	1816	1896	2119	2256	2216	257	198	3	130		2	8			
Xích Lân Thương Lan Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1878	1796	1897	1939	2256	2216	257	198	4	1430	1278	2	8			
Xích Lân Thương Lan Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1878	1836	1896	2139	2256	2216	257	198	5	1669	1278	2	8			
Xích Lân Thương Lan Giáp	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1878	1856	1896	2099	2156	2216	257	198	6	1430	2832	2	8			
Xích Lân Thương Lan Tụ Tiễn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									1960	1776	2000	1939	2256	2216	257	198	7	1430	130	2	8			
Xích Lân Thương Lan Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1878	1816	1896	2119	2179	2216	257	198	8	1430	1416	2	8			
Xích Lân Thương Lan Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(9)	1	99999	10	0																						36	120	39	2									1877	1796	1897	1939	2256	2216	257	198	9	1672	1278	2	8			
Xích Lân Thương Lan Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bộ trang bị Đường Môn nỏ tiễn cấp Xích Lân(10)	3	99999	10	0																						36	120	39	2									1877	1836	1897	2139	2256	2216	257	198	10	130		2	8			
Xích Lân Tụ Thần Liên	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(1)	4	99999	10	0																						36	120	39	2									1877	1856	1896	2099	1919	2216	258	199	1	1668	1278	2	8			
Xích Lân Tụ Thần Phát Quán	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1878	1776	1897	1939	2256	2216	258	199	2	1430	1278	2	8			
Xích Lân Tụ Thần Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(3)	2	99999	10	0																						36	120	39	2									1877	1816	1896	2119	2256	2216	258	199	3	130		2	8			
Xích Lân Tụ Thần Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1878	1796	1897	1939	2256	2216	258	199	4	1430	1278	2	8			
Xích Lân Tụ Thần Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1878	1836	1896	2139	2256	2216	258	199	5	1669	1278	2	8			
Xích Lân Tụ Thần Giáp Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1878	1856	1896	2099	2156	2216	258	199	6	1430	2833	2	8			
Xích Lân Tụ Thần Phi Tiêu	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120	39	2									1960	1776	2000	1939	2256	2216	258	199	7	1430	130	2	8			
Xích Lân Tụ Thần Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1878	1816	1896	2119	2179	2216	258	199	8	1430	1417	2	8			
Xích Lân Tụ Thần Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	34	1	2	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(9)	1	99999	10	0																						36	120	39	2									1877	1796	1897	1939	2256	2216	258	199	9	1674	1278	2	8			
Xích Lân Tụ Thần Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bộ trang bị Đường Môn phi tiêu cấp Xích Lân(10)	3	99999	10	0																						36	120	39	2									1877	1836	1897	2139	2256	2216	258	199	10	130		2	8			
Xích Lân Thừa Long Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(1)	1	99999	10	0																						36	120	39	6									1877	1776	1896	1939	1919	2216	259	200	1	1676	1278	2	8			
Xích Lân Thừa Long Đầu Hoàn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									1878	1816	1897	2119	2256	2216	259	200	2	1430	1278	2	8			
Xích Lân Thừa Long Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(3)	4	99999	10	0																						36	120	39	6									1877	1796	1896	1939	2256	2216	259	200	3	130		2	8			
Xích Lân Thừa Long Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									1878	1836	1897	2139	2256	2216	259	200	4	1430	1278	2	8			
Xích Lân Thừa Long Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	32	2	1	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1856	1896	2099	2256	2216	259	200	5	1677	1278	2	8			
Xích Lân Thừa Long Cái Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									1878	1776	1896	1939	2156	2216	259	200	6	1430	2834	2	8			
Xích Lân Thừa Long Triền Thủ	0	0	6	\spr\item\equip\closeweapon\obj-glove04.spr	9	1	2	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									1978	1816	2059	2119	2258	2216	259	200	7	1430	130	2	8			
Xích Lân Thừa Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1796	1896	1939	2179	2216	259	200	8	1678	1278	2	8			
Xích Lân Thừa Long Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(9)	0	99999	10	0																						36	120	39	6									1877	1836	1897	2139	2256	2216	259	200	9	1430	1418	2	8			
Xích Lân Thừa Long Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bộ trang bị Cái Bang chưởng pháp cấp Xích Lân(10)	2	99999	10	0																						36	120	39	6									1877	1856	1897	2099	2256	2216	259	200	10	130		2	8			
Xích Lân Giáng Long Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	6									1877	1776	1896	1939	1919	2216	260	201	1	1680	1278	2	8			
Xích Lân Giáng Long Đầu Hoàn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									1878	1816	1897	2119	2256	2216	260	201	2	1430	1278	2	8			
Xích Lân Giáng Long Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	6									1877	1796	1896	1939	2256	2216	260	201	3	130		2	8			
Xích Lân Giáng Long Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									1878	1836	1897	2139	2256	2216	260	201	4	1681	1278	2	8			
Xích Lân Giáng Long Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	33	2	1	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1856	1896	2099	2256	2216	260	201	5	1430	1419	2	8			
Xích Lân Giáng Long Cái Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									1878	1776	1896	1939	2156	2216	260	201	6	1430	2835	2	8			
Xích Lân Giáng Long Bổng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									1958	1816	2000	2119	2241	2216	260	201	7	1430	130	2	8			
Xích Lân Giáng Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1796	1896	1939	2179	2216	260	201	8	1430	1278	2	8			
Xích Lân Giáng Long Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	6									1877	1836	1897	2139	2256	2216	260	201	9	1682	1278	2	8			
Xích Lân Giáng Long Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bộ trang bị Cái Bang côn pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	6									1877	1856	1897	2099	2256	2216	260	201	10	130		2	8			
Xích Lân Nhiên Khôn Hạng Khuyên	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	7									1877	1776	1896	1939	1919	2216	261	202	1	1684	1278	2	8			
Xích Lân Nhiên Khôn Khôi	0	7	2	\spr\item\equip\cap\obj-ma-cap26.spr	28	2	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									1878	1816	1897	2119	2256	2216	261	202	2	1430	1278	2	8			
Xích Lân Nhiên Khôn Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	7									1877	1796	1896	1939	2256	2216	261	202	3	130		2	8			
Xích Lân Nhiên Khôn Hộ Uyển	0	8	1	\Spr\item\equip\bangle\obj-bangle26.spr	34	1	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									1878	1836	1897	2139	2256	2216	261	202	4	1685	1278	2	8			
Xích Lân Nhiên Khôn Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash26.spr	33	2	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									1878	1856	1896	2099	2256	2216	261	202	5	1430	1420	2	8			
Xích Lân Nhiên Khôn Giáp Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth26.spr	23	2	3	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									1878	1776	1896	1939	2156	2216	261	202	6	1430	2836	2	8			
Xích Lân Nhiên Khôn Thương	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									1959	1816	2000	2119	2241	2216	261	202	7	1430	130	2	8			
Xích Lân Nhiên Khôn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes26.spr	26	2	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									1878	1796	1896	1939	2179	2216	261	202	8	1430	1278	2	8			
Xích Lân Nhiên Khôn Bội	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	7									1877	1836	1897	2139	2256	2216	261	202	9	1686	1278	2	8			
Xích Lân Nhiên Khôn Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	7									1877	1856	1897	2099	2256	2216	261	202	10	130		2	8			
